Latitude (decimal degrees):	38.496
Longitude (decimal degrees):	27.707
Elevation (m):	97
Radiation database:	PVGIS-SARAH3


Slope: 35 deg. 
Azimuth: 0 deg. 
Nominal power of the PV system (c-Si) (kWp):	6.0
System losses (%):	14.0
time,P,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20220813:0110,0.0,0.0,0.0,0.0,0.0,18.29,0.97,0.0
20220813:0210,0.0,0.0,0.0,0.0,0.0,17.76,0.97,0.0
20220813:0310,0.0,0.0,0.0,0.0,0.0,17.5,0.97,0.0
20220813:0410,124.98,0.0,38.54,0.81,8.35,17.53,0.9,0.0
20220813:0510,222.24,0.0,60.0,1.19,19.97,20.03,0.9,0.0
20220813:0610,1855.2,208.98,186.43,7.63,31.69,22.61,0.97,0.0
20220813:0710,2434.14,231.69,286.6,9.53,43.17,24.77,1.24,0.0
20220813:0810,3770.94,655.93,172.47,14.34,53.82,26.27,1.31,0.0
20220813:0910,4055.52,664.56,238.96,15.41,62.36,27.57,1.59,0.0
20220813:1010,4174.38,671.96,260.13,15.82,66.22,28.72,2.07,0.0
20220813:1110,3538.38,410.64,366.18,13.56,63.21,29.02,2.28,0.0
20220813:1210,3775.14,635.19,198.21,14.4,55.11,29.93,2.28,0.0
20220813:1310,3011.34,452.55,201.44,11.7,44.64,30.33,2.48,0.0
20220813:1410,2123.94,302.11,156.74,8.75,33.23,28.87,2.76,0.0
20220813:1510,1035.9,142.73,103.9,5.44,21.52,27.47,2.28,0.0
20220813:1610,156.12,11.28,43.84,2.13,9.87,27.06,2.07,0.0
20220813:1710,0.0,0.0,0.0,0.0,0.0,26.15,1.72,0.0
20220813:1810,0.0,0.0,0.0,0.0,0.0,25.01,1.38,0.0
20220813:1910,0.0,0.0,0.0,0.0,0.0,23.46,0.9,0.0
20220813:2010,0.0,0.0,0.0,0.0,0.0,22.32,0.83,0.0
20220813:2110,0.0,0.0,0.0,0.0,0.0,21.81,0.76,0.0
20220813:2210,0.0,0.0,0.0,0.0,0.0,21.31,0.76,0.0
20220813:2310,0.0,0.0,0.0,0.0,0.0,20.83,0.76,0.0
20220814:0010,0.0,0.0,0.0,0.0,0.0,20.13,0.76,0.0
20220814:0110,0.0,0.0,0.0,0.0,0.0,19.84,0.69,0.0
20220814:0210,0.0,0.0,0.0,0.0,0.0,19.69,0.69,0.0
20220814:0310,0.0,0.0,0.0,0.0,0.0,19.28,0.62,0.0
20220814:0410,147.12,0.0,43.68,0.92,8.2,19.12,0.55,0.0
20220814:0510,859.44,82.55,118.94,4.41,19.82,20.52,0.55,0.0
20220814:0610,1966.8,254.76,165.09,8.07,31.54,22.45,0.76,0.0
20220814:0710,3012.9,468.58,176.72,11.56,43.01,24.42,1.1,0.0
20220814:0810,3742.2,635.45,188.09,14.21,53.62,25.65,1.03,0.0
20220814:0910,4177.86,749.22,192.07,15.95,62.11,26.77,1.03,0.0
20220814:1010,4376.1,787.17,197.22,16.58,65.91,27.86,1.72,0.0
20220814:1110,3066.0,251.52,412.97,11.95,62.92,28.26,2.34,0.0
20220814:1210,2760.84,220.93,374.16,10.81,54.85,28.85,2.62,0.0
20220814:1310,3092.28,480.86,186.41,11.88,44.41,28.78,2.41,0.0
20220814:1410,1665.06,129.76,231.82,6.94,33.01,28.73,2.28,0.0
20220814:1510,1038.18,149.16,99.5,5.48,21.3,28.28,2.55,0.0
20220814:1610,166.2,9.29,46.73,1.99,9.65,27.25,2.69,0.0
20220814:1710,0.0,0.0,0.0,0.0,0.0,25.86,2.21,0.0
20220814:1810,0.0,0.0,0.0,0.0,0.0,24.54,1.79,0.0
20220814:1910,0.0,0.0,0.0,0.0,0.0,23.37,1.03,0.0
20220814:2010,0.0,0.0,0.0,0.0,0.0,21.81,1.31,0.0
20220814:2110,0.0,0.0,0.0,0.0,0.0,20.67,1.31,0.0
20220814:2210,0.0,0.0,0.0,0.0,0.0,20.02,1.17,0.0
20220814:2310,0.0,0.0,0.0,0.0,0.0,19.59,1.03,0.0
20220815:0010,0.0,0.0,0.0,0.0,0.0,18.9,1.1,0.0
20220815:0110,0.0,0.0,0.0,0.0,0.0,18.32,1.1,0.0
20220815:0210,0.0,0.0,0.0,0.0,0.0,18.04,1.03,0.0
20220815:0310,0.0,0.0,0.0,0.0,0.0,18.15,0.83,0.0
20220815:0410,151.62,0.0,44.53,0.94,8.04,18.35,0.62,0.0
20220815:0510,895.44,105.73,106.13,4.7,19.68,19.86,0.34,0.0
20220815:0610,2079.12,311.38,133.59,8.52,31.4,22.0,0.41,0.0
20220815:0710,3108.36,510.31,154.56,11.85,42.85,23.67,1.03,0.0
20220815:0810,3875.46,665.37,173.41,14.41,53.43,25.01,1.93,0.0
20220815:0910,4145.76,647.88,254.98,15.32,61.86,25.59,2.41,0.0
20220815:1010,4489.8,792.05,197.72,16.62,65.61,26.5,2.55,0.0
20220815:1110,2780.52,174.0,420.66,10.92,62.62,26.74,2.55,0.0
20220815:1210,3799.2,598.77,224.06,14.14,54.59,26.92,2.55,0.0
20220815:1310,2329.62,183.39,312.37,9.15,44.17,27.3,2.76,0.0
20220815:1410,1766.04,153.14,225.86,7.23,32.79,27.16,2.83,0.0
20220815:1510,1017.48,128.45,111.84,5.21,21.08,26.75,2.76,0.0
20220815:1610,149.34,10.27,42.47,2.03,9.42,25.91,2.62,0.0
20220815:1710,0.0,0.0,0.0,0.0,0.0,24.65,2.14,0.0
20220815:1810,0.0,0.0,0.0,0.0,0.0,23.35,1.66,0.0
20220815:1910,0.0,0.0,0.0,0.0,0.0,22.34,1.17,0.0
20220815:2010,0.0,0.0,0.0,0.0,0.0,20.99,1.03,0.0
20220815:2110,0.0,0.0,0.0,0.0,0.0,20.8,0.76,0.0
20220815:2210,0.0,0.0,0.0,0.0,0.0,20.78,0.62,0.0
20220815:2310,0.0,0.0,0.0,0.0,0.0,20.41,0.41,0.0
20220816:0010,0.0,0.0,0.0,0.0,0.0,19.92,0.48,0.0
20220816:0110,0.0,0.0,0.0,0.0,0.0,19.64,0.34,0.0
20220816:0210,0.0,0.0,0.0,0.0,0.0,19.0,0.69,0.0
20220816:0310,0.0,0.0,0.0,0.0,0.0,18.33,0.9,0.0
20220816:0410,143.34,0.04,42.3,1.36,7.89,18.29,0.69,0.0
20220816:0510,926.88,124.15,96.15,4.92,19.53,19.3,0.48,0.0
20220816:0610,2143.38,335.91,121.57,8.72,31.25,22.41,0.9,0.0
20220816:0710,3165.66,528.05,148.09,11.99,42.68,24.15,1.38,0.0
20220816:0810,3910.26,698.72,158.59,14.67,53.23,25.6,1.45,0.0
20220816:0910,4325.52,807.43,166.19,16.37,61.6,27.12,1.38,0.0
20220816:1010,4454.4,817.57,187.93,16.82,65.29,28.45,1.86,0.0
20220816:1110,4309.68,771.76,194.43,16.24,62.31,29.37,2.21,0.0
20220816:1210,3824.34,651.95,197.76,14.52,54.32,29.97,2.0,0.0
20220816:1310,3174.48,529.06,163.76,12.23,43.93,30.39,2.28,0.0
20220816:1410,2221.68,353.57,130.26,9.11,32.56,30.24,2.69,0.0
20220816:1510,1036.38,155.28,95.36,5.48,20.86,29.62,2.76,0.0
20220816:1610,147.12,9.57,42.7,1.97,9.19,28.59,2.48,0.0
20220816:1710,0.0,0.0,0.0,0.0,0.0,27.18,1.93,0.0
20220816:1810,0.0,0.0,0.0,0.0,0.0,25.72,1.52,0.0
20220816:1910,0.0,0.0,0.0,0.0,0.0,24.6,1.38,0.0
20220816:2010,0.0,0.0,0.0,0.0,0.0,22.97,1.17,0.0
20220816:2110,0.0,0.0,0.0,0.0,0.0,22.46,0.9,0.0
20220816:2210,0.0,0.0,0.0,0.0,0.0,22.76,0.69,0.0
20220816:2310,0.0,0.0,0.0,0.0,0.0,22.24,0.62,0.0
20220817:0010,0.0,0.0,0.0,0.0,0.0,21.64,0.76,0.0
20220817:0110,0.0,0.0,0.0,0.0,0.0,21.11,0.9,0.0
20220817:0210,0.0,0.0,0.0,0.0,0.0,20.67,0.9,0.0
20220817:0310,0.0,0.0,0.0,0.0,0.0,20.06,0.97,0.0
20220817:0410,135.06,0.14,40.61,1.32,7.74,19.17,1.1,0.0
20220817:0510,907.26,119.4,97.47,4.79,19.39,21.06,0.76,0.0
20220817:0610,2118.12,336.23,120.0,8.64,31.1,24.57,1.03,0.0
20220817:0710,3136.68,530.65,144.4,11.92,42.52,25.91,1.45,0.0
20220817:0810,3901.56,701.59,154.78,14.59,53.03,27.65,2.0,0.0
20220817:0910,4326.24,799.62,167.51,16.2,61.34,29.16,2.28,0.0
20220817:1010,4441.62,824.82,178.78,16.73,64.98,30.41,2.34,0.0
20220817:1110,4294.62,778.87,185.35,16.15,62.0,31.23,2.69,0.0
20220817:1210,3859.92,669.38,183.83,14.52,54.04,31.69,3.03,0.0
20220817:1310,3139.08,511.89,169.96,11.99,43.69,31.77,3.38,0.0
20220817:1410,2182.68,341.2,134.38,8.92,32.33,31.39,3.52,0.0
20220817:1510,1015.98,150.92,95.67,5.35,20.63,30.62,3.59,0.0
20220817:1610,143.7,8.7,42.33,1.88,8.96,29.46,3.38,0.0
20220817:1710,0.0,0.0,0.0,0.0,0.0,27.88,2.9,0.0
20220817:1810,0.0,0.0,0.0,0.0,0.0,26.36,2.55,0.0
20220817:1910,0.0,0.0,0.0,0.0,0.0,25.46,2.0,0.0
20220817:2010,0.0,0.0,0.0,0.0,0.0,24.2,1.45,0.0
20220817:2110,0.0,0.0,0.0,0.0,0.0,22.7,1.38,0.0
20220817:2210,0.0,0.0,0.0,0.0,0.0,21.45,1.31,0.0
20220817:2310,0.0,0.0,0.0,0.0,0.0,20.68,1.31,0.0
20220818:0010,0.0,0.0,0.0,0.0,0.0,19.95,1.31,0.0
20220818:0110,0.0,0.0,0.0,0.0,0.0,19.47,1.31,0.0
20220818:0210,0.0,0.0,0.0,0.0,0.0,19.01,1.31,0.0
20220818:0310,0.0,0.0,0.0,0.0,0.0,18.6,1.31,0.0
20220818:0410,140.52,0.14,41.83,1.12,7.58,18.15,1.45,0.0
20220818:0510,910.98,122.24,95.04,4.77,19.24,20.95,1.52,0.0
20220818:0610,2146.32,336.57,119.4,8.59,30.95,23.4,1.93,0.0
20220818:0710,3146.64,522.0,148.76,11.79,42.35,25.92,2.21,0.0
20220818:0810,3929.88,701.32,155.15,14.54,52.83,27.96,2.62,0.0
20220818:0910,4345.98,786.35,175.16,16.06,61.08,29.95,3.24,0.0
20220818:1010,4466.4,809.25,188.56,16.58,64.66,31.42,3.45,0.0
20220818:1110,4303.62,764.35,194.01,16.01,61.69,32.35,3.72,0.0
20220818:1210,3878.04,668.81,184.23,14.47,53.76,32.76,4.0,0.0
20220818:1310,3135.78,511.11,169.32,11.92,43.43,32.89,4.21,0.0
20220818:1410,2160.24,332.55,138.56,8.79,32.09,32.27,4.21,0.0
20220818:1510,1000.8,146.52,96.89,5.24,20.39,31.21,4.14,0.0
20220818:1610,136.44,8.18,40.86,1.81,8.72,29.64,3.79,0.0
20220818:1710,0.0,0.0,0.0,0.0,0.0,27.96,3.31,0.0
20220818:1810,0.0,0.0,0.0,0.0,0.0,26.46,2.97,0.0
20220818:1910,0.0,0.0,0.0,0.0,0.0,25.67,2.07,0.0
20220818:2010,0.0,0.0,0.0,0.0,0.0,24.38,1.52,0.0
20220818:2110,0.0,0.0,0.0,0.0,0.0,22.75,1.31,0.0
20220818:2210,0.0,0.0,0.0,0.0,0.0,21.52,1.31,0.0
20220818:2310,0.0,0.0,0.0,0.0,0.0,20.67,1.31,0.0
20220819:0010,0.0,0.0,0.0,0.0,0.0,19.98,1.31,0.0
20220819:0110,0.0,0.0,0.0,0.0,0.0,19.29,1.31,0.0
20220819:0210,0.0,0.0,0.0,0.0,0.0,18.77,1.38,0.0
20220819:0310,0.0,0.0,0.0,0.0,0.0,18.4,1.38,0.0
20220819:0410,135.78,0.29,40.73,1.21,7.43,18.36,1.31,0.0
20220819:0510,916.98,126.71,92.58,4.79,19.09,21.02,1.24,0.0
20220819:0610,2145.12,337.89,119.81,8.57,30.8,24.08,1.79,0.0
20220819:0710,3169.56,523.6,149.2,11.77,42.18,27.19,3.31,0.0
20220819:0810,3945.48,682.88,165.83,14.36,52.62,28.64,4.07,0.0
20220819:0910,4445.88,801.32,168.3,16.13,60.81,29.73,4.48,0.0
20220819:1010,4606.62,840.66,171.2,16.75,64.34,30.48,4.62,0.0
20220819:1110,4408.44,780.25,185.11,16.06,61.37,30.93,4.69,0.0
20220819:1210,3943.62,670.4,183.63,14.43,53.48,30.99,4.76,0.0
20220819:1310,3165.36,502.04,174.67,11.81,43.18,30.68,4.76,0.0
20220819:1410,2198.46,339.29,134.1,8.79,31.85,30.02,4.55,0.0
20220819:1510,1011.06,148.47,95.3,5.23,20.15,29.17,4.28,0.0
20220819:1610,138.78,7.14,41.43,1.72,8.47,28.0,3.66,0.0
20220819:1710,0.0,0.0,0.0,0.0,0.0,26.58,3.24,0.0
20220819:1810,0.0,0.0,0.0,0.0,0.0,25.2,3.1,0.0
20220819:1910,0.0,0.0,0.0,0.0,0.0,24.61,2.41,0.0
20220819:2010,0.0,0.0,0.0,0.0,0.0,23.49,1.59,0.0
20220819:2110,0.0,0.0,0.0,0.0,0.0,22.14,1.45,0.0
20220819:2210,0.0,0.0,0.0,0.0,0.0,20.75,1.38,0.0
20220819:2310,0.0,0.0,0.0,0.0,0.0,19.67,1.24,0.0
20220820:0010,0.0,0.0,0.0,0.0,0.0,18.96,1.24,0.0
20220820:0110,0.0,0.0,0.0,0.0,0.0,18.26,1.31,0.0
20220820:0210,0.0,0.0,0.0,0.0,0.0,17.63,1.31,0.0
20220820:0310,0.0,0.0,0.0,0.0,0.0,17.15,1.31,0.0
20220820:0410,116.22,0.62,35.96,1.36,7.28,16.87,1.31,0.0
20220820:0510,955.08,147.8,80.82,5.01,18.95,19.61,1.31,0.0
20220820:0610,2224.32,358.53,112.53,8.77,30.65,22.49,1.79,0.0
20220820:0710,3231.48,540.82,144.74,11.94,42.01,24.69,2.21,0.0
20220820:0810,3985.62,705.14,159.2,14.56,52.41,26.74,2.62,0.0
20220820:0910,4426.74,813.15,167.82,16.26,60.54,28.49,2.76,0.0
20220820:1010,4518.54,822.89,188.59,16.69,64.01,29.96,2.9,0.0
20220820:1110,4312.08,760.21,204.43,16.01,61.04,31.13,2.97,0.0
20220820:1210,3886.62,679.57,183.21,14.52,53.19,31.95,2.9,0.0
20220820:1310,3162.66,528.34,163.32,12.01,42.92,32.34,3.03,0.0
20220820:1410,2191.08,350.98,128.72,8.86,31.6,32.08,3.38,0.0
20220820:1510,1008.36,156.95,89.99,5.28,19.91,31.17,3.59,0.0
20220820:1610,123.96,7.62,38.19,1.74,8.23,29.6,3.24,0.0
20220820:1710,0.0,0.0,0.0,0.0,0.0,27.68,2.9,0.0
20220820:1810,0.0,0.0,0.0,0.0,0.0,26.06,1.59,0.0
20220820:1910,0.0,0.0,0.0,0.0,0.0,25.5,1.59,0.0
20220820:2010,0.0,0.0,0.0,0.0,0.0,23.67,1.17,0.0
20220820:2110,0.0,0.0,0.0,0.0,0.0,22.38,1.03,0.0
20220820:2210,0.0,0.0,0.0,0.0,0.0,21.79,0.83,0.0
20220820:2310,0.0,0.0,0.0,0.0,0.0,21.29,0.83,0.0
20220821:0010,0.0,0.0,0.0,0.0,0.0,20.76,0.83,0.0
20220821:0110,0.0,0.0,0.0,0.0,0.0,19.95,0.9,0.0
20220821:0210,0.0,0.0,0.0,0.0,0.0,19.62,0.9,0.0
20220821:0310,0.0,0.0,0.0,0.0,0.0,19.93,0.76,0.0
20220821:0410,124.44,0.19,38.64,0.92,7.12,19.65,0.76,0.0
20220821:0510,867.36,94.64,109.88,4.32,18.8,20.72,0.62,0.0
20220821:0610,2042.64,292.12,147.41,8.14,30.5,24.36,0.9,0.0
20220821:0710,3018.9,487.28,171.96,11.45,41.84,26.95,0.76,0.0
20220821:0810,3680.34,646.66,190.26,14.07,52.2,29.03,0.41,0.0
20220821:0910,4100.52,746.09,203.44,15.72,60.27,30.78,0.83,0.0
20220821:1010,4263.0,782.96,207.54,16.31,63.68,32.21,1.31,0.0
20220821:1110,4157.88,752.11,203.59,15.81,60.72,33.28,1.86,0.0
20220821:1210,3756.3,657.48,191.6,14.25,52.9,33.76,2.14,0.0
20220821:1310,3066.42,510.94,169.55,11.77,42.65,33.98,2.34,0.0
20220821:1410,2096.76,324.7,140.54,8.55,31.35,33.59,2.48,0.0
20220821:1510,957.18,138.66,97.72,4.99,19.67,32.68,2.41,0.0
20220821:1610,126.06,5.95,39.41,1.57,7.98,31.27,2.34,0.0
20220821:1710,0.0,0.0,0.0,0.0,0.0,29.39,2.14,0.0
20220821:1810,0.0,0.0,0.0,0.0,0.0,27.6,1.79,0.0
20220821:1910,0.0,0.0,0.0,0.0,0.0,26.14,0.9,0.0
20220821:2010,0.0,0.0,0.0,0.0,0.0,24.75,0.97,0.0
20220821:2110,0.0,0.0,0.0,0.0,0.0,24.11,0.83,0.0
20220821:2210,0.0,0.0,0.0,0.0,0.0,23.25,0.9,0.0
20220821:2310,0.0,0.0,0.0,0.0,0.0,22.37,0.9,0.0
20220822:0010,0.0,0.0,0.0,0.0,0.0,21.82,0.9,0.0
20220822:0110,0.0,0.0,0.0,0.0,0.0,21.21,0.9,0.0
20220822:0210,0.0,0.0,0.0,0.0,0.0,20.87,0.83,0.0
20220822:0310,0.0,0.0,0.0,0.0,0.0,20.83,0.83,0.0
20220822:0410,122.94,0.45,38.29,1.05,6.97,20.43,0.83,0.0
20220822:0510,879.96,102.19,106.53,4.39,18.65,21.27,0.41,0.0
20220822:0610,2053.02,308.85,137.35,8.21,30.34,25.12,0.34,0.0
20220822:0710,3046.14,506.63,161.5,11.54,41.67,26.98,0.55,0.0
20220822:0810,3753.84,672.26,175.36,14.18,51.99,28.91,0.76,0.0
20220822:0910,4183.44,775.47,186.27,15.84,60.0,30.59,1.17,0.0
20220822:1010,4352.4,813.59,189.22,16.44,63.35,31.95,1.72,0.0
20220822:1110,4223.34,766.02,195.76,15.84,60.39,32.72,2.28,0.0
20220822:1210,3685.62,598.31,224.1,13.8,52.6,33.11,2.69,0.0
20220822:1310,2900.64,412.39,222.14,11.01,42.38,32.96,3.1,0.0
20220822:1410,2097.42,310.91,147.57,8.39,31.1,31.87,3.52,0.0
20220822:1510,946.68,125.02,104.46,4.79,19.41,30.2,3.59,0.0
20220822:1610,142.86,1.4,43.94,1.07,7.72,28.24,3.03,0.0
20220822:1710,0.0,0.0,0.0,0.0,0.0,26.5,2.07,0.0
20220822:1810,0.0,0.0,0.0,0.0,0.0,25.31,1.45,0.0
20220822:1910,0.0,0.0,0.0,0.0,0.0,25.04,1.45,0.0
20220822:2010,0.0,0.0,0.0,0.0,0.0,23.69,1.38,0.0
20220822:2110,0.0,0.0,0.0,0.0,0.0,22.35,1.38,0.0
20220822:2210,0.0,0.0,0.0,0.0,0.0,21.2,1.31,0.0
20220822:2310,0.0,0.0,0.0,0.0,0.0,20.38,1.24,0.0
20220823:0010,0.0,0.0,0.0,0.0,0.0,19.9,1.1,0.0
20220823:0110,0.0,0.0,0.0,0.0,0.0,19.34,0.97,0.0
20220823:0210,0.0,0.0,0.0,0.0,0.0,18.92,0.97,0.0
20220823:0310,0.0,0.0,0.0,0.0,0.0,18.48,0.9,0.0
20220823:0410,118.32,0.46,36.95,0.98,6.81,18.1,0.9,0.0
20220823:0510,847.62,85.49,113.19,4.12,18.5,20.32,0.62,0.0
20220823:0610,2057.64,295.31,144.38,8.05,30.19,23.14,0.97,0.0
20220823:0710,3032.88,485.07,172.79,11.32,41.49,25.42,0.69,0.0
20220823:0810,3552.72,531.48,252.28,13.18,51.77,27.24,1.17,0.0
20220823:0910,3824.52,541.89,309.12,14.21,59.72,28.7,1.72,0.0
20220823:1010,3959.58,567.8,319.56,14.76,63.02,29.75,1.93,0.0
20220823:1110,3157.5,299.86,397.26,12.17,60.05,30.56,1.93,0.0
20220823:1210,2588.82,196.28,369.43,10.18,52.3,30.98,2.14,0.0
20220823:1310,2896.62,409.11,221.44,10.91,42.11,30.91,2.48,0.0
20220823:1410,2089.8,307.86,146.89,8.28,30.84,30.03,2.76,0.0
20220823:1510,955.02,136.88,95.5,4.85,19.16,29.02,2.55,0.0
20220823:1610,123.36,4.33,38.71,1.39,7.46,28.0,2.14,0.0
20220823:1710,0.0,0.0,0.0,0.0,0.0,26.76,1.79,0.0
20220823:1810,0.0,0.0,0.0,0.0,0.0,25.43,1.72,0.0
20220823:1910,0.0,0.0,0.0,0.0,0.0,24.01,1.38,0.0
20220823:2010,0.0,0.0,0.0,0.0,0.0,22.6,0.97,0.0
20220823:2110,0.0,0.0,0.0,0.0,0.0,21.82,0.83,0.0
20220823:2210,0.0,0.0,0.0,0.0,0.0,20.81,1.03,0.0
20220823:2310,0.0,0.0,0.0,0.0,0.0,20.01,1.1,0.0
20220824:0010,0.0,0.0,0.0,0.0,0.0,19.43,1.1,0.0
20220824:0110,0.0,0.0,0.0,0.0,0.0,19.26,0.97,0.0
20220824:0210,0.0,0.0,0.0,0.0,0.0,19.3,0.76,0.0
20220824:0310,0.0,0.0,0.0,0.0,0.0,19.36,0.62,0.0
20220824:0410,38.94,0.0,18.18,0.36,6.66,19.41,0.48,0.0
20220824:0510,718.2,42.85,123.76,3.38,18.35,20.29,0.41,0.0
20220824:0610,1813.5,200.28,186.18,7.11,30.03,22.29,0.69,0.0
20220824:0710,2799.36,360.46,232.67,10.29,41.32,23.39,1.31,0.0
20220824:0810,2841.06,260.36,350.02,10.74,51.56,24.69,1.03,0.0
20220824:0910,3964.56,654.0,246.72,14.83,59.44,26.16,0.34,0.0
20220824:1010,3035.76,259.9,413.55,11.86,62.68,27.84,0.55,0.0
20220824:1110,1862.04,42.21,363.63,7.83,59.71,29.21,1.45,0.0
20220824:1210,591.12,0.0,139.99,2.79,51.99,29.83,2.34,0.0
20220824:1310,3185.64,504.61,164.42,11.43,41.83,25.06,3.31,0.0
20220824:1410,940.92,14.94,191.08,4.05,30.57,23.55,2.41,0.0
20220824:1510,599.52,16.74,123.2,2.8,18.9,23.19,2.41,0.0
20220824:1610,135.12,1.99,41.16,1.12,7.2,22.78,1.31,0.0
20220824:1710,0.0,0.0,0.0,0.0,0.0,22.23,1.17,0.0
20220824:1810,0.0,0.0,0.0,0.0,0.0,21.83,0.9,0.0
20220824:1910,0.0,0.0,0.0,0.0,0.0,21.88,0.21,0.0
20220824:2010,0.0,0.0,0.0,0.0,0.0,21.21,0.48,0.0
20220824:2110,0.0,0.0,0.0,0.0,0.0,20.47,0.69,0.0
20220824:2210,0.0,0.0,0.0,0.0,0.0,20.69,0.41,0.0
20220824:2310,0.0,0.0,0.0,0.0,0.0,20.14,0.55,0.0
20220825:0010,0.0,0.0,0.0,0.0,0.0,19.65,0.62,0.0
20220825:0110,0.0,0.0,0.0,0.0,0.0,19.73,0.41,0.0
20220825:0210,0.0,0.0,0.0,0.0,0.0,19.48,0.28,0.0
20220825:0310,0.0,0.0,0.0,0.0,0.0,19.32,0.41,0.0
20220825:0410,107.64,0.53,34.69,0.89,6.5,18.96,0.55,0.0
20220825:0510,839.16,87.6,109.19,4.03,18.2,20.15,0.9,0.0
20220825:0610,2022.0,276.66,149.62,7.72,29.87,21.27,1.38,0.0
20220825:0710,2777.1,351.76,234.65,10.15,41.14,22.1,1.03,0.0
20220825:0810,3260.52,393.41,306.75,11.92,51.34,23.96,1.31,0.0
20220825:0910,2143.44,73.58,382.93,8.64,59.15,24.88,1.52,0.0
20220825:1010,936.72,0.0,207.26,4.12,62.34,25.36,1.79,0.0
20220825:1110,796.2,0.0,179.08,3.56,59.37,25.59,1.72,0.0
20220825:1210,516.12,0.0,122.72,2.44,51.68,26.03,1.24,0.0
20220825:1310,817.44,0.0,182.71,3.64,41.55,24.74,1.66,0.0
20220825:1410,886.8,11.03,183.51,3.83,30.31,22.55,2.07,0.0
20220825:1510,52.08,0.0,21.82,0.43,18.64,21.97,1.59,0.0
20220825:1610,110.16,0.54,35.74,0.8,6.94,22.1,1.38,0.0
20220825:1710,0.0,0.0,0.0,0.0,0.0,21.85,1.17,0.0
20220825:1810,0.0,0.0,0.0,0.0,0.0,21.37,0.9,0.0
20220825:1910,0.0,0.0,0.0,0.0,0.0,21.24,0.76,0.0
20220825:2010,0.0,0.0,0.0,0.0,0.0,20.54,0.76,0.0
20220825:2110,0.0,0.0,0.0,0.0,0.0,20.23,0.76,0.0
20220825:2210,0.0,0.0,0.0,0.0,0.0,19.6,0.97,0.0
20220825:2310,0.0,0.0,0.0,0.0,0.0,19.12,1.03,0.0
20220826:0010,0.0,0.0,0.0,0.0,0.0,18.8,0.9,0.0
20220826:0110,0.0,0.0,0.0,0.0,0.0,18.4,0.83,0.0
20220826:0210,0.0,0.0,0.0,0.0,0.0,18.65,0.55,0.0
20220826:0310,0.0,0.0,0.0,0.0,0.0,18.59,0.34,0.0
20220826:0410,56.82,0.0,22.73,0.45,6.34,18.26,0.48,0.0
20220826:0510,284.4,0.0,72.72,1.45,18.05,19.18,0.55,0.0
20220826:0610,1323.48,68.42,212.99,5.35,29.71,20.57,0.83,0.0
20220826:0710,2048.16,137.19,295.77,7.92,40.96,22.46,0.69,0.0
20220826:0810,1982.58,73.96,346.39,7.94,51.11,23.94,1.38,0.0
20220826:0910,1576.44,15.67,320.61,6.6,58.86,24.53,1.93,0.0
20220826:1010,1983.72,46.09,376.05,8.12,61.99,25.27,2.0,0.0
20220826:1110,4126.14,642.73,254.68,14.68,59.02,25.98,2.62,0.0
20220826:1210,3595.98,495.94,266.48,12.73,51.37,24.07,2.76,0.0
20220826:1310,526.08,0.0,122.72,2.44,41.26,22.86,2.76,0.0
20220826:1410,949.14,17.15,190.39,4.07,30.03,23.08,1.93,0.0
20220826:1510,111.78,0.0,36.36,0.72,18.37,22.99,1.66,0.0
20220826:1610,113.82,1.26,36.47,0.94,6.67,22.53,1.31,0.0
20220826:1710,0.0,0.0,0.0,0.0,0.0,21.6,0.62,0.0
20220826:1810,0.0,0.0,0.0,0.0,0.0,21.17,0.14,0.0
20220826:1910,0.0,0.0,0.0,0.0,0.0,19.94,0.69,0.0
20220826:2010,0.0,0.0,0.0,0.0,0.0,19.71,0.69,0.0
20220826:2110,0.0,0.0,0.0,0.0,0.0,19.26,0.69,0.0
20220826:2210,0.0,0.0,0.0,0.0,0.0,18.72,0.76,0.0
20220826:2310,0.0,0.0,0.0,0.0,0.0,18.63,0.69,0.0
20220827:0010,0.0,0.0,0.0,0.0,0.0,18.64,0.62,0.0
20220827:0110,0.0,0.0,0.0,0.0,0.0,18.25,0.55,0.0
20220827:0210,0.0,0.0,0.0,0.0,0.0,17.81,0.62,0.0
20220827:0310,0.0,0.0,0.0,0.0,0.0,17.28,0.69,0.0
20220827:0410,102.9,0.94,33.24,0.92,6.19,16.86,0.76,0.0
20220827:0510,920.76,130.87,87.12,4.45,17.89,18.52,0.48,0.0
20220827:0610,2155.38,337.57,119.06,8.14,29.55,20.93,0.76,0.0
20220827:0710,3071.22,489.31,168.46,11.1,40.77,22.46,0.55,0.0
20220827:0810,3524.1,526.79,250.89,12.89,50.89,24.0,0.28,0.0
20220827:0910,3620.1,459.76,339.67,13.35,58.57,25.25,0.83,0.0
20220827:1010,3701.94,459.39,359.53,13.67,61.64,26.44,1.24,0.0
20220827:1110,3604.92,450.84,344.1,13.29,58.67,27.22,1.45,0.0
20220827:1210,2362.92,144.22,363.82,9.26,51.05,27.37,1.72,0.0
20220827:1310,648.0,0.0,149.99,2.98,40.97,27.11,2.07,0.0
20220827:1410,1804.38,196.98,191.07,7.03,29.76,26.74,2.28,0.0
20220827:1510,860.46,97.19,108.25,4.14,18.1,25.68,2.48,0.0
